flavor	drug	concentration	run	tech_repl	hit	category	result	expected	n	n_total	fraction	n_repl
absolute	Aripiprazole	80	LM1844	2	TRUE	protection (fraction of single-species hits)	protected in community	FALSE	14	18	0.7777777777777778	6
absolute	Aripiprazole	80	LM1847	1	FALSE	sensitization (fraction of single-species non-hits)	expected (normal growth in both cases)	TRUE	3	3	1	6
absolute	Aripiprazole	80	LM1847	1	TRUE	protection (fraction of single-species hits)	expected (reduced growth in both cases)	TRUE	2	18	0.1111111111111111	6
absolute	Aripiprazole	80	LM1847	1	TRUE	protection (fraction of single-species hits)	protected in community	FALSE	16	18	0.8888888888888888	6
absolute	Aripiprazole	80	LM1847	2	FALSE	sensitization (fraction of single-species non-hits)	expected (normal growth in both cases)	TRUE	3	3	1	6
absolute	Aripiprazole	80	LM1847	2	TRUE	protection (fraction of single-species hits)	protected in community	FALSE	18	18	1	6
absolute	Aripiprazole	80	LM1857	1	FALSE	sensitization (fraction of single-species non-hits)	expected (normal growth in both cases)	TRUE	2	3	0.6666666666666666	6
absolute	Aripiprazole	80	LM1857	1	FALSE	sensitization (fraction of single-species non-hits)	sensitized in community	FALSE	1	3	0.3333333333333333	6
absolute	Aripiprazole	80	LM1857	1	TRUE	protection (fraction of single-species hits)	expected (reduced growth in both cases)	TRUE	1	18	0.05555555555555555	6
absolute	Aripiprazole	80	LM1857	1	TRUE	protection (fraction of single-species hits)	protected in community	FALSE	17	18	0.9444444444444444	6
absolute	Aripiprazole	80	LM1857	2	FALSE	sensitization (fraction of single-species non-hits)	expected (normal growth in both cases)	TRUE	1	3	0.3333333333333333	6
absolute	Aripiprazole	80	LM1857	2	FALSE	sensitization (fraction of single-species non-hits)	sensitized in community	FALSE	2	3	0.6666666666666666	6
absolute	Aripiprazole	80	LM1857	2	TRUE	protection (fraction of single-species hits)	expected (reduced growth in both cases)	TRUE	1	18	0.05555555555555555	6
absolute	Aripiprazole	80	LM1857	2	TRUE	protection (fraction of single-species hits)	protected in community	FALSE	17	18	0.9444444444444444	6
absolute	Azithromycin	2.5	LM1844	1	FALSE	sensitization (fraction of single-species non-hits)	expected (normal growth in both cases)	TRUE	1	1	1	6
absolute	Azithromycin	2.5	LM1844	1	TRUE	protection (fraction of single-species hits)	expected (reduced growth in both cases)	TRUE	15	20	0.75	6
absolute	Azithromycin	2.5	LM1844	1	TRUE	protection (fraction of single-species hits)	protected in community	FALSE	5	20	0.25	6
absolute	Azithromycin	2.5	LM1844	2	FALSE	sensitization (fraction of single-species non-hits)	expected (normal growth in both cases)	TRUE	1	1	1	6
absolute	Azithromycin	2.5	LM1844	2	TRUE	protection (fraction of single-species hits)	expected (reduced growth in both cases)	TRUE	14	20	0.7	6
absolute	Azithromycin	2.5	LM1844	2	TRUE	protection (fraction of single-species hits)	protected in community	FALSE	6	20	0.3	6
absolute	Azithromycin	2.5	LM1847	1	FALSE	sensitization (fraction of single-species non-hits)	expected (normal growth in both cases)	TRUE	1	1	1	6
absolute	Azithromycin	2.5	LM1847	1	TRUE	protection (fraction of single-species hits)	expected (reduced growth in both cases)	TRUE	17	20	0.85	6
absolute	Azithromycin	2.5	LM1847	1	TRUE	protection (fraction of single-species hits)	protected in community	FALSE	3	20	0.15	6
absolute	Azithromycin	2.5	LM1847	2	FALSE	sensitization (fraction of single-species non-hits)	expected (normal growth in both cases)	TRUE	1	1	1	6
absolute	Azithromycin	2.5	LM1847	2	TRUE	protection (fraction of single-species hits)	expected (reduced growth in both cases)	TRUE	16	20	0.8	6
absolute	Azithromycin	2.5	LM1847	2	TRUE	protection (fraction of single-species hits)	protected in community	FALSE	4	20	0.2	6
absolute	Azithromycin	2.5	LM1857	1	FALSE	sensitization (fraction of single-species non-hits)	expected (normal growth in both cases)	TRUE	1	1	1	6
absolute	Azithromycin	2.5	LM1857	1	TRUE	protection (fraction of single-species hits)	expected (reduced growth in both cases)	TRUE	15	20	0.75	6
absolute	Azithromycin	2.5	LM1857	1	TRUE	protection (fraction of single-species hits)	protected in community	FALSE	5	20	0.25	6
absolute	Azithromycin	2.5	LM1857	2	FALSE	sensitization (fraction of single-species non-hits)	expected (normal growth in both cases)	TRUE	1	1	1	6
absolute	Azithromycin	2.5	LM1857	2	TRUE	protection (fraction of single-species hits)	expected (reduced growth in both cases)	TRUE	15	20	0.75	6
absolute	Azithromycin	2.5	LM1857	2	TRUE	protection (fraction of single-species hits)	protected in community	FALSE	5	20	0.25	6
absolute	Azithromycin	20	LM1844	1	TRUE	protection (fraction of single-species hits)	expected (reduced growth in both cases)	TRUE	18	21	0.8571428571428571	5
absolute	Azithromycin	20	LM1844	1	TRUE	protection (fraction of single-species hits)	protected in community	FALSE	3	21	0.14285714285714285	5
absolute	Azithromycin	20	LM1847	1	TRUE	protection (fraction of single-species hits)	expected (reduced growth in both cases)	TRUE	18	21	0.8571428571428571	5
absolute	Azithromycin	20	LM1847	1	TRUE	protection (fraction of single-species hits)	protected in community	FALSE	3	21	0.14285714285714285	5
absolute	Azithromycin	20	LM1847	2	TRUE	protection (fraction of single-species hits)	expected (reduced growth in both cases)	TRUE	18	21	0.8571428571428571	5
absolute	Azithromycin	20	LM1847	2	TRUE	protection (fraction of single-species hits)	protected in community	FALSE	3	21	0.14285714285714285	5
absolute	Azithromycin	20	LM1857	1	TRUE	protection (fraction of single-species hits)	expected (reduced growth in both cases)	TRUE	18	21	0.8571428571428571	5
absolute	Azithromycin	20	LM1857	1	TRUE	protection (fraction of single-species hits)	protected in community	FALSE	3	21	0.14285714285714285	5
absolute	Azithromycin	20	LM1857	2	TRUE	protection (fraction of single-species hits)	expected (reduced growth in both cases)	TRUE	18	21	0.8571428571428571	5
absolute	Azithromycin	20	LM1857	2	TRUE	protection (fraction of single-species hits)	protected in community	FALSE	3	21	0.14285714285714285	5
absolute	Azithromycin	50	LM1844	1	TRUE	protection (fraction of single-species hits)	expected (reduced growth in both cases)	TRUE	18	21	0.8571428571428571	6
absolute	Azithromycin	50	LM1844	1	TRUE	protection (fraction of single-species hits)	protected in community	FALSE	3	21	0.14285714285714285	6
absolute	Azithromycin	50	LM1844	2	TRUE	protection (fraction of single-species hits)	expected (reduced growth in both cases)	TRUE	18	21	0.8571428571428571	6
absolute	Azithromycin	50	LM1844	2	TRUE	protection (fraction of single-species hits)	protected in community	FALSE	3	21	0.14285714285714285	6
absolute	Azithromycin	50	LM1847	1	TRUE	protection (fraction of single-species hits)	expected (reduced growth in both cases)	TRUE	18	21	0.8571428571428571	6
absolute	Azithromycin	50	LM1847	1	TRUE	protection (fraction of single-species hits)	protected in community	FALSE	3	21	0.14285714285714285	6
absolute	Azithromycin	50	LM1847	2	TRUE	protection (fraction of single-species hits)	expected (reduced growth in both cases)	TRUE	18	21	0.8571428571428571	6
absolute	Azithromycin	50	LM1847	2	TRUE	protection (fraction of single-species hits)	protected in community	FALSE	3	21	0.14285714285714285	6
absolute	Azithromycin	50	LM1857	1	TRUE	protection (fraction of single-species hits)	expected (reduced growth in both cases)	TRUE	18	21	0.8571428571428571	6
absolute	Azithromycin	50	LM1857	1	TRUE	protection (fraction of single-species hits)	protected in community	FALSE	3	21	0.14285714285714285	6
absolute	Azithromycin	50	LM1857	2	TRUE	protection (fraction of single-species hits)	expected (reduced growth in both cases)	TRUE	18	21	0.8571428571428571	6
absolute	Azithromycin	50	LM1857	2	TRUE	protection (fraction of single-species hits)	protected in community	FALSE	3	21	0.14285714285714285	6
absolute	beta-estradiol 17-valerate	5	LM1844	1	FALSE	sensitization (fraction of single-species non-hits)	expected (normal growth in both cases)	TRUE	21	21	1	6
absolute	beta-estradiol 17-valerate	5	LM1844	2	FALSE	sensitization (fraction of single-species non-hits)	expected (normal growth in both cases)	TRUE	19	21	0.9047619047619048	6
absolute	beta-estradiol 17-valerate	5	LM1844	2	FALSE	sensitization (fraction of single-species non-hits)	sensitized in community	FALSE	2	21	0.09523809523809523	6
absolute	beta-estradiol 17-valerate	5	LM1847	1	FALSE	sensitization (fraction of single-species non-hits)	expected (normal growth in both cases)	TRUE	21	21	1	6
absolute	beta-estradiol 17-valerate	5	LM1847	2	FALSE	sensitization (fraction of single-species non-hits)	expected (normal growth in both cases)	TRUE	21	21	1	6
absolute	beta-estradiol 17-valerate	5	LM1857	1	FALSE	sensitization (fraction of single-species non-hits)	expected (normal growth in both cases)	TRUE	21	21	1	6
absolute	beta-estradiol 17-valerate	5	LM1857	2	FALSE	sensitization (fraction of single-species non-hits)	expected (normal growth in both cases)	TRUE	21	21	1	6
absolute	beta-estradiol 17-valerate	20	LM1844	1	FALSE	sensitization (fraction of single-species non-hits)	expected (normal growth in both cases)	TRUE	5	7	0.7142857142857143	6
absolute	beta-estradiol 17-valerate	20	LM1844	1	FALSE	sensitization (fraction of single-species non-hits)	sensitized in community	FALSE	2	7	0.2857142857142857	6
absolute	beta-estradiol 17-valerate	20	LM1844	1	TRUE	protection (fraction of single-species hits)	expected (reduced growth in both cases)	TRUE	5	14	0.35714285714285715	6
absolute	beta-estradiol 17-valerate	20	LM1844	1	TRUE	protection (fraction of single-species hits)	protected in community	FALSE	9	14	0.6428571428571429	6
absolute	beta-estradiol 17-valerate	20	LM1844	2	FALSE	sensitization (fraction of single-species non-hits)	expected (normal growth in both cases)	TRUE	4	7	0.5714285714285714	6
absolute	beta-estradiol 17-valerate	20	LM1844	2	FALSE	sensitization (fraction of single-species non-hits)	sensitized in community	FALSE	3	7	0.42857142857142855	6
absolute	beta-estradiol 17-valerate	20	LM1844	2	TRUE	protection (fraction of single-species hits)	expected (reduced growth in both cases)	TRUE	5	14	0.35714285714285715	6
absolute	beta-estradiol 17-valerate	20	LM1844	2	TRUE	protection (fraction of single-species hits)	protected in community	FALSE	9	14	0.6428571428571429	6
absolute	beta-estradiol 17-valerate	20	LM1847	1	FALSE	sensitization (fraction of single-species non-hits)	expected (normal growth in both cases)	TRUE	5	7	0.7142857142857143	6
absolute	beta-estradiol 17-valerate	20	LM1847	1	FALSE	sensitization (fraction of single-species non-hits)	sensitized in community	FALSE	2	7	0.2857142857142857	6
absolute	beta-estradiol 17-valerate	20	LM1847	1	TRUE	protection (fraction of single-species hits)	expected (reduced growth in both cases)	TRUE	6	14	0.42857142857142855	6
absolute	beta-estradiol 17-valerate	20	LM1847	1	TRUE	protection (fraction of single-species hits)	protected in community	FALSE	8	14	0.5714285714285714	6
absolute	beta-estradiol 17-valerate	20	LM1847	2	FALSE	sensitization (fraction of single-species non-hits)	expected (normal growth in both cases)	TRUE	5	7	0.7142857142857143	6
absolute	beta-estradiol 17-valerate	20	LM1847	2	FALSE	sensitization (fraction of single-species non-hits)	sensitized in community	FALSE	2	7	0.2857142857142857	6
absolute	beta-estradiol 17-valerate	20	LM1847	2	TRUE	protection (fraction of single-species hits)	expected (reduced growth in both cases)	TRUE	6	14	0.42857142857142855	6
absolute	beta-estradiol 17-valerate	20	LM1847	2	TRUE	protection (fraction of single-species hits)	protected in community	FALSE	8	14	0.5714285714285714	6
absolute	beta-estradiol 17-valerate	20	LM1857	1	FALSE	sensitization (fraction of single-species non-hits)	expected (normal growth in both cases)	TRUE	6	7	0.8571428571428571	6
absolute	beta-estradiol 17-valerate	20	LM1857	1	FALSE	sensitization (fraction of single-species non-hits)	sensitized in community	FALSE	1	7	0.14285714285714285	6
absolute	beta-estradiol 17-valerate	20	LM1857	1	TRUE	protection (fraction of single-species hits)	expected (reduced growth in both cases)	TRUE	7	14	0.5	6
absolute	beta-estradiol 17-valerate	20	LM1857	1	TRUE	protection (fraction of single-species hits)	protected in community	FALSE	7	14	0.5	6
absolute	beta-estradiol 17-valerate	20	LM1857	2	FALSE	sensitization (fraction of single-species non-hits)	expected (normal growth in both cases)	TRUE	6	7	0.8571428571428571	6
absolute	beta-estradiol 17-valerate	20	LM1857	2	FALSE	sensitization (fraction of single-species non-hits)	sensitized in community	FALSE	1	7	0.14285714285714285	6
absolute	beta-estradiol 17-valerate	20	LM1857	2	TRUE	protection (fraction of single-species hits)	expected (reduced growth in both cases)	TRUE	5	14	0.35714285714285715	6
absolute	beta-estradiol 17-valerate	20	LM1857	2	TRUE	protection (fraction of single-species hits)	protected in community	FALSE	9	14	0.6428571428571429	6
absolute	beta-estradiol 17-valerate	80	LM1844	1	FALSE	sensitization (fraction of single-species non-hits)	expected (normal growth in both cases)	TRUE	3	3	1	6
absolute	beta-estradiol 17-valerate	80	LM1844	1	TRUE	protection (fraction of single-species hits)	expected (reduced growth in both cases)	TRUE	9	18	0.5	6
absolute	beta-estradiol 17-valerate	80	LM1844	1	TRUE	protection (fraction of single-species hits)	protected in community	FALSE	9	18	0.5	6
absolute	beta-estradiol 17-valerate	80	LM1844	2	FALSE	sensitization (fraction of single-species non-hits)	expected (normal growth in both cases)	TRUE	2	3	0.6666666666666666	6
absolute	beta-estradiol 17-valerate	80	LM1844	2	FALSE	sensitization (fraction of single-species non-hits)	sensitized in community	FALSE	1	3	0.3333333333333333	6
absolute	beta-estradiol 17-valerate	80	LM1844	2	TRUE	protection (fraction of single-species hits)	expected (reduced growth in both cases)	TRUE	10	18	0.5555555555555556	6
absolute	beta-estradiol 17-valerate	80	LM1844	2	TRUE	protection (fraction of single-species hits)	protected in community	FALSE	8	18	0.4444444444444444	6
absolute	beta-estradiol 17-valerate	80	LM1847	1	FALSE	sensitization (fraction of single-species non-hits)	expected (normal growth in both cases)	TRUE	3	3	1	6
absolute	beta-estradiol 17-valerate	80	LM1847	1	TRUE	protection (fraction of single-species hits)	expected (reduced growth in both cases)	TRUE	9	18	0.5	6
absolute	beta-estradiol 17-valerate	80	LM1847	1	TRUE	protection (fraction of single-species hits)	protected in community	FALSE	9	18	0.5	6
absolute	beta-estradiol 17-valerate	80	LM1847	2	FALSE	sensitization (fraction of single-species non-hits)	expected (normal growth in both cases)	TRUE	3	3	1	6
absolute	beta-estradiol 17-valerate	80	LM1847	2	TRUE	protection (fraction of single-species hits)	expected (reduced growth in both cases)	TRUE	9	18	0.5	6
absolute	beta-estradiol 17-valerate	80	LM1847	2	TRUE	protection (fraction of single-species hits)	protected in community	FALSE	9	18	0.5	6
absolute	beta-estradiol 17-valerate	80	LM1857	1	FALSE	sensitization (fraction of single-species non-hits)	expected (normal growth in both cases)	TRUE	3	3	1	6
absolute	beta-estradiol 17-valerate	80	LM1857	1	TRUE	protection (fraction of single-species hits)	expected (reduced growth in both cases)	TRUE	10	18	0.5555555555555556	6
absolute	beta-estradiol 17-valerate	80	LM1857	1	TRUE	protection (fraction of single-species hits)	protected in community	FALSE	8	18	0.4444444444444444	6
absolute	beta-estradiol 17-valerate	80	LM1857	2	FALSE	sensitization (fraction of single-species non-hits)	expected (normal growth in both cases)	TRUE	3	3	1	6
absolute	beta-estradiol 17-valerate	80	LM1857	2	TRUE	protection (fraction of single-species hits)	expected (reduced growth in both cases)	TRUE	10	18	0.5555555555555556	6
absolute	beta-estradiol 17-valerate	80	LM1857	2	TRUE	protection (fraction of single-species hits)	protected in community	FALSE	8	18	0.4444444444444444	6
absolute	Chlorpromazine	5	LM1844	1	FALSE	sensitization (fraction of single-species non-hits)	expected (normal growth in both cases)	TRUE	10	10	1	6
absolute	Chlorpromazine	5	LM1844	1	TRUE	protection (fraction of single-species hits)	expected (reduced growth in both cases)	TRUE	3	11	0.2727272727272727	6
