species	import_date	sample_id	plate_number	count	run	biol_repl	tech_repl	drug	concentration	control	NT_code	rare_species	rel_abundance	rel_to_standard_abundance	AUC	maxOD	finalOD	absolute_abundance
Parabacteroides merdae	11042019	E11LM1847	2	176	LM1847	1	2	Niclosamide	80	FALSE	NT5071	FALSE	0.008706406134058868	0.1527777777777778	0.8134821936448098	0.9169921875	0.908203125	0.007907185258471432
Prevotella copri	11042019	E11LM1847	2	0	LM1847	1	2	Niclosamide	80	FALSE	NT5019	TRUE	0	0	0.8134821936448098	0.9169921875	0.908203125	0
Roseburia intestinalis	11042019	E11LM1847	2	781	LM1847	1	2	Niclosamide	80	FALSE	NT5011	FALSE	0.038634677219886226	0.677951388888889	0.8134821936448098	0.9169921875	0.908203125	0.03508813458446698
Ruminococcus bromii	11042019	E11LM1847	2	0	LM1847	1	2	Niclosamide	80	FALSE	NT5045	TRUE	0	0	0.8134821936448098	0.9169921875	0.908203125	0
Ruminococcus gnavus	11042019	E11LM1847	2	628	LM1847	1	2	Niclosamide	80	FALSE	NT5046	FALSE	0.031066040069255504	0.545138888888889	0.8134821936448098	0.9169921875	0.908203125	0.028214274672273065
Ruminococcus torques	11042019	E11LM1847	2	2	LM1847	1	2	Niclosamide	80	FALSE	NT5047	TRUE	9.893643334157804e-5	0.0017361111111111112	0.8134821936448098	0.9169921875	0.908203125	8.985437793717537e-5
Streptococcus parasanguinis	11042019	E11LM1847	2	13	LM1847	1	2	Niclosamide	80	FALSE	NT5072	FALSE	6.430868167202572e-4	0.011284722222222222	0.8134821936448098	0.9169921875	0.908203125	5.840534565916399e-4
Streptococcus salivarius	11042019	E11LM1847	2	2	LM1847	1	2	Niclosamide	80	FALSE	NT5038	FALSE	9.893643334157804e-5	0.0017361111111111112	0.8134821936448098	0.9169921875	0.908203125	8.985437793717537e-5
Veillonella parvula	11042019	E11LM1847	2	1474	LM1847	1	2	Niclosamide	80	FALSE	NT5017	FALSE	0.07291615137274302	1.279513888888889	0.8134821936448098	0.9169921875	0.908203125	0.06622267653969825
Akkermansia muciniphila	11042019	A1LM1847	1	1	LM1847	1	1	Acarbose	80	FALSE	NT5021	TRUE	2.460811575657652e-5	3.8910505836575873e-4	1.0442098244054234	1.2103465104929232	1.092240117130307	2.6877971236319295e-5
Bacteroides fragilis	11042019	A1LM1847	1	540	LM1847	1	1	Acarbose	80	FALSE	NT5003	FALSE	0.01328838250855132	0.21011673151750973	1.0442098244054234	1.2103465104929232	1.092240117130307	0.01451410446761242
Bacteroides thetaiotaomicron	11042019	A1LM1847	1	13124	LM1847	1	1	Acarbose	80	FALSE	NT5004	FALSE	0.32295691118931025	5.1066147859922175	1.0442098244054234	1.2103465104929232	1.092240117130307	0.3527464945054544
Bacteroides uniformis	11042019	A1LM1847	1	394	LM1847	1	1	Acarbose	80	FALSE	NT5002	FALSE	0.009695597608091149	0.15330739299610893	1.0442098244054234	1.2103465104929232	1.092240117130307	0.010589920667109802
Bifidobacterium adolescentis	11042019	A1LM1847	1	21	LM1847	1	1	Acarbose	80	FALSE	NT5022	TRUE	5.167704308881069e-4	0.008171206225680934	1.0442098244054234	1.2103465104929232	1.092240117130307	5.644373959627052e-4
Bifidobacterium longum subsp. longum	11042019	A1LM1847	1	6	LM1847	1	1	Acarbose	80	FALSE	NT5028	TRUE	1.476486945394591e-4	0.002334630350194552	1.0442098244054234	1.2103465104929232	1.092240117130307	1.6126782741791574e-4
Bilophila wadsworthia	11042019	A1LM1847	1	22	LM1847	1	1	Acarbose	80	FALSE	NT5036	TRUE	5.413785466446834e-4	0.008560311284046692	1.0442098244054234	1.2103465104929232	1.092240117130307	5.913153671990245e-4
Blautia obeum	11042019	A1LM1847	1	70	LM1847	1	1	Acarbose	80	FALSE	NT5069	TRUE	0.0017225681029603562	0.02723735408560311	1.0442098244054234	1.2103465104929232	1.092240117130307	0.0018814579865423504
Clostridium perfringens	11042019	A1LM1847	1	932	LM1847	1	1	Acarbose	80	FALSE	NT5032	FALSE	0.022934763885129314	0.3626459143968871	1.0442098244054234	1.2103465104929232	1.092240117130307	0.02505026919224958
Collinsella aerofaciens	11042019	A1LM1847	1	2341	LM1847	1	1	Acarbose	80	FALSE	NT5073	FALSE	0.05760759898614563	0.9108949416342412	1.0442098244054234	1.2103465104929232	1.092240117130307	0.06292133066422347
Coprococcus comes	11042019	A1LM1847	1	2570	LM1847	1	1	Acarbose	80	FALSE	NT5048	FALSE	0.06324285749440166	1	1.0442098244054234	1.2103465104929232	1.092240117130307	0.06907638607734058
Dorea formicigenerans	11042019	A1LM1847	1	346	LM1847	1	1	Acarbose	80	FALSE	NT5076	FALSE	0.008514408051775476	0.13463035019455252	1.0442098244054234	1.2103465104929232	1.092240117130307	0.009299778047766475
Eggerthella lenta	11042019	A1LM1847	1	2631	LM1847	1	1	Acarbose	80	FALSE	NT5024	FALSE	0.06474395255555282	1.0237354085603112	1.0442098244054234	1.2103465104929232	1.092240117130307	0.07071594232275606
Escherichia coli ED1a	11042019	A1LM1847	1	5741	LM1847	1	1	Acarbose	80	FALSE	NT5078	FALSE	0.1412751925585058	2.2338521400778206	1.0442098244054234	1.2103465104929232	1.092240117130307	0.15430643286770906
Eubacterium rectale	11042019	A1LM1847	1	155	LM1847	1	1	Acarbose	80	FALSE	NT5009	FALSE	0.0038142579422693603	0.0603112840466926	1.0442098244054234	1.2103465104929232	1.092240117130307	0.00416608554162949
Fusobacterium nucleatum subsp. nucleatum	11042019	A1LM1847	1	3327	LM1847	1	1	Acarbose	80	FALSE	NT5025	FALSE	0.08187120112213007	1.2945525291828792	1.0442098244054234	1.2103465104929232	1.092240117130307	0.08942301030323428
Odoribacter splanchnicus	11042019	A1LM1847	1	8	LM1847	1	1	Acarbose	80	FALSE	NT5081	TRUE	1.9686492605261216e-4	0.00311284046692607	1.0442098244054234	1.2103465104929232	1.092240117130307	2.1502376989055436e-4
Parabacteroides distasonis	11042019	A1LM1847	1	5	LM1847	1	1	Acarbose	80	FALSE	NT5074	TRUE	1.2304057878288258e-4	0.0019455252918287934	1.0442098244054234	1.2103465104929232	1.092240117130307	1.3438985618159646e-4
Parabacteroides merdae	11042019	A1LM1847	1	2113	LM1847	1	1	Acarbose	80	FALSE	NT5071	FALSE	0.05199694859364618	0.8221789883268481	1.0442098244054234	1.2103465104929232	1.092240117130307	0.056793153222342664
Prevotella copri	11042019	A1LM1847	1	1	LM1847	1	1	Acarbose	80	FALSE	NT5019	TRUE	2.460811575657652e-5	3.8910505836575873e-4	1.0442098244054234	1.2103465104929232	1.092240117130307	2.6877971236319295e-5
Roseburia intestinalis	11042019	A1LM1847	1	117	LM1847	1	1	Acarbose	80	FALSE	NT5011	FALSE	0.0028791495435194527	0.04552529182879377	1.0442098244054234	1.2103465104929232	1.092240117130307	0.0031447226346493573
Ruminococcus bromii	11042019	A1LM1847	1	0	LM1847	1	1	Acarbose	80	FALSE	NT5045	TRUE	0	0	1.0442098244054234	1.2103465104929232	1.092240117130307	0
Ruminococcus gnavus	11042019	A1LM1847	1	25	LM1847	1	1	Acarbose	80	FALSE	NT5046	FALSE	6.15202893914413e-4	0.009727626459143969	1.0442098244054234	1.2103465104929232	1.092240117130307	6.719492809079823e-4
Ruminococcus torques	11042019	A1LM1847	1	0	LM1847	1	1	Acarbose	80	FALSE	NT5047	TRUE	0	0	1.0442098244054234	1.2103465104929232	1.092240117130307	0
Streptococcus parasanguinis	11042019	A1LM1847	1	19	LM1847	1	1	Acarbose	80	FALSE	NT5072	FALSE	4.6755419937495385e-4	0.007392996108949415	1.0442098244054234	1.2103465104929232	1.092240117130307	5.106814534900666e-4
Streptococcus salivarius	11042019	A1LM1847	1	93	LM1847	1	1	Acarbose	80	FALSE	NT5038	FALSE	0.0022885547653616165	0.03618677042801557	1.0442098244054234	1.2103465104929232	1.092240117130307	0.0024996513249776944
Veillonella parvula	11042019	A1LM1847	1	4102	LM1847	1	1	Acarbose	80	FALSE	NT5017	FALSE	0.10094249083347688	1.5961089494163423	1.0442098244054234	1.2103465104929232	1.092240117130307	0.11025343801138174
Akkermansia muciniphila	11042019	E2LM1857	2	2	LM1857	1	1	Aprepitant	20	FALSE	NT5021	TRUE	5.9600083440116814e-5	8.82223202470225e-4	1.011170386499728	1.1710461080813088	1.114526524541398	6.642587385889073e-5
Bacteroides fragilis	11042019	E2LM1857	2	1296	LM1857	1	1	Aprepitant	20	FALSE	NT5003	FALSE	0.038620854069195694	0.5716806352007058	1.011170386499728	1.1710461080813088	1.114526524541398	0.04304396626056119
Bacteroides thetaiotaomicron	11042019	E2LM1857	2	2267	LM1857	1	1	Aprepitant	20	FALSE	NT5004	FALSE	0.06755669457937241	1	1.011170386499728	1.1710461080813088	1.114526524541398	0.07529372801905264
Bacteroides uniformis	11042019	E2LM1857	2	527	LM1857	1	1	Aprepitant	20	FALSE	NT5002	FALSE	0.015704621986470782	0.23246581385090428	1.011170386499728	1.1710461080813088	1.114526524541398	0.017503217761817708
Bifidobacterium adolescentis	11042019	E2LM1857	2	0	LM1857	1	1	Aprepitant	20	FALSE	NT5022	TRUE	0	0	1.011170386499728	1.1710461080813088	1.114526524541398	0
Bifidobacterium longum subsp. longum	11042019	E2LM1857	2	1	LM1857	1	1	Aprepitant	20	FALSE	NT5028	TRUE	2.9800041720058407e-5	4.411116012351125e-4	1.011170386499728	1.1710461080813088	1.114526524541398	3.3212936929445364e-5
Bilophila wadsworthia	11042019	E2LM1857	2	8	LM1857	1	1	Aprepitant	20	FALSE	NT5036	TRUE	2.3840033376046726e-4	0.0035288928098809	1.011170386499728	1.1710461080813088	1.114526524541398	2.657034954355629e-4
Blautia obeum	11042019	E2LM1857	2	1	LM1857	1	1	Aprepitant	20	FALSE	NT5069	TRUE	2.9800041720058407e-5	4.411116012351125e-4	1.011170386499728	1.1710461080813088	1.114526524541398	3.3212936929445364e-5
Clostridium perfringens	11042019	E2LM1857	2	136	LM1857	1	1	Aprepitant	20	FALSE	NT5032	FALSE	0.0040528056739279434	0.059991177767975294	1.011170386499728	1.1710461080813088	1.114526524541398	0.004516959422404569
Collinsella aerofaciens	11042019	E2LM1857	2	12	LM1857	1	1	Aprepitant	20	FALSE	NT5073	FALSE	3.576005006407009e-4	0.00529333921482135	1.011170386499728	1.1710461080813088	1.114526524541398	3.9855524315334434e-4
Coprococcus comes	11042019	E2LM1857	2	16	LM1857	1	1	Aprepitant	20	FALSE	NT5048	FALSE	4.768006675209345e-4	0.0070577856197618	1.011170386499728	1.1710461080813088	1.114526524541398	5.314069908711258e-4
Dorea formicigenerans	11042019	E2LM1857	2	8	LM1857	1	1	Aprepitant	20	FALSE	NT5076	FALSE	2.3840033376046726e-4	0.0035288928098809	1.011170386499728	1.1710461080813088	1.114526524541398	2.657034954355629e-4
Eggerthella lenta	11042019	E2LM1857	2	210	LM1857	1	1	Aprepitant	20	FALSE	NT5024	FALSE	0.006258008761212266	0.09263343625937362	1.011170386499728	1.1710461080813088	1.114526524541398	0.006974716755183526
Escherichia coli ED1a	11042019	E2LM1857	2	4826	LM1857	1	1	Aprepitant	20	FALSE	NT5078	FALSE	0.1438150013410019	2.128804587560653	1.011170386499728	1.1710461080813088	1.114526524541398	0.16028563362150333
Eubacterium rectale	11042019	E2LM1857	2	2558	LM1857	1	1	Aprepitant	20	FALSE	NT5009	FALSE	0.07622850671990941	1.1283634759594179	1.011170386499728	1.1710461080813088	1.114526524541398	0.08495869266552124
Fusobacterium nucleatum subsp. nucleatum	11042019	E2LM1857	2	2258	LM1857	1	1	Aprepitant	20	FALSE	NT5025	FALSE	0.06728849420389188	0.9960299955888839	1.011170386499728	1.1710461080813088	1.114526524541398	0.07499481158668762
Odoribacter splanchnicus	11042019	E2LM1857	2	16	LM1857	1	1	Aprepitant	20	FALSE	NT5081	TRUE	4.768006675209345e-4	0.0070577856197618	1.011170386499728	1.1710461080813088	1.114526524541398	5.314069908711258e-4
Parabacteroides distasonis	11042019	E2LM1857	2	0	LM1857	1	1	Aprepitant	20	FALSE	NT5074	TRUE	0	0	1.011170386499728	1.1710461080813088	1.114526524541398	0
Parabacteroides merdae	11042019	E2LM1857	2	584	LM1857	1	1	Aprepitant	20	FALSE	NT5071	FALSE	0.017403224364514112	0.2576091751213057	1.011170386499728	1.1710461080813088	1.114526524541398	0.01939635516679609
Prevotella copri	11042019	E2LM1857	2	0	LM1857	1	1	Aprepitant	20	FALSE	NT5019	TRUE	0	0	1.011170386499728	1.1710461080813088	1.114526524541398	0
Roseburia intestinalis	11042019	E2LM1857	2	1119	LM1857	1	1	Aprepitant	20	FALSE	NT5011	FALSE	0.03334624668474536	0.4936038817820909	1.011170386499728	1.1710461080813088	1.114526524541398	0.03716527642404936
Ruminococcus bromii	11042019	E2LM1857	2	0	LM1857	1	1	Aprepitant	20	FALSE	NT5045	TRUE	0	0	1.011170386499728	1.1710461080813088	1.114526524541398	0
Ruminococcus gnavus	11042019	E2LM1857	2	18	LM1857	1	1	Aprepitant	20	FALSE	NT5046	FALSE	5.364007509610513e-4	0.007940008822232024	1.011170386499728	1.1710461080813088	1.114526524541398	5.978328647300164e-4
Ruminococcus torques	11042019	E2LM1857	2	1	LM1857	1	1	Aprepitant	20	FALSE	NT5047	TRUE	2.9800041720058407e-5	4.411116012351125e-4	1.011170386499728	1.1710461080813088	1.114526524541398	3.3212936929445364e-5
Streptococcus parasanguinis	11042019	E2LM1857	2	7970	LM1857	1	1	Aprepitant	20	FALSE	NT5072	FALSE	0.23750633250886552	3.5156594618438466	1.011170386499728	1.1710461080813088	1.114526524541398	0.26470710732767955
Streptococcus salivarius	11042019	E2LM1857	2	26	LM1857	1	1	Aprepitant	20	FALSE	NT5038	FALSE	7.748010847215186e-4	0.011468901632112925	1.011170386499728	1.1710461080813088	1.114526524541398	8.635363601655795e-4
Veillonella parvula	11042019	E2LM1857	2	6428	LM1857	1	1	Aprepitant	20	FALSE	NT5017	FALSE	0.19155466817653544	2.8354653727393027	1.011170386499728	1.1710461080813088	1.114526524541398	0.21349275858247477
Akkermansia muciniphila	11042019	A1LM1844	1	0	LM1844	1	1	Acarbose	80	FALSE	NT5021	TRUE	0	0	1.0945701611544725	1.2742409402546524	1.1537708129285016	0
Bacteroides fragilis	11042019	A1LM1844	1	21	LM1844	1	1	Acarbose	80	FALSE	NT5003	FALSE	0.005625502276989017	0.1065989847715736	1.0945701611544725	1.2742409402546524	1.1537708129285016	0.006490540335252755
Bacteroides thetaiotaomicron	11042019	A1LM1844	1	614	LM1844	1	1	Acarbose	80	FALSE	NT5004	FALSE	0.16447897133672648	3.116751269035533	1.0945701611544725	1.2742409402546524	1.1537708129285016	0.18977103646881863
Bacteroides uniformis	11042019	A1LM1844	1	23	LM1844	1	1	Acarbose	80	FALSE	NT5002	FALSE	0.0061612643986070185	0.116751269035533	1.0945701611544725	1.2742409402546524	1.1537708129285016	0.007108687033848256
Bifidobacterium adolescentis	11042019	A1LM1844	1	2	LM1844	1	1	Acarbose	80	FALSE	NT5022	TRUE	5.357621216180017e-4	0.010152284263959392	1.0945701611544725	1.2742409402546524	1.1537708129285016	6.181466985955005e-4
Bifidobacterium longum subsp. longum	11042019	A1LM1844	1	0	LM1844	1	1	Acarbose	80	FALSE	NT5028	TRUE	0	0	1.0945701611544725	1.2742409402546524	1.1537708129285016	0
Bilophila wadsworthia	11042019	A1LM1844	1	4	LM1844	1	1	Acarbose	80	FALSE	NT5036	TRUE	0.0010715242432360033	0.020304568527918784	1.0945701611544725	1.2742409402546524	1.1537708129285016	0.001236293397191001
Blautia obeum	11042019	A1LM1844	1	1	LM1844	1	1	Acarbose	80	FALSE	NT5069	TRUE	2.678810608090008e-4	0.005076142131979696	1.0945701611544725	1.2742409402546524	1.1537708129285016	3.0907334929775027e-4
Clostridium perfringens	11042019	A1LM1844	1	197	LM1844	1	1	Acarbose	80	FALSE	NT5032	FALSE	0.05277256897937316	1	1.0945701611544725	1.2742409402546524	1.1537708129285016	0.060887449811656794
Collinsella aerofaciens	11042019	A1LM1844	1	154	LM1844	1	1	Acarbose	80	FALSE	NT5073	FALSE	0.041253683364586125	0.7817258883248731	1.0945701611544725	1.2742409402546524	1.1537708129285016	0.04759729579185354
Coprococcus comes	11042019	A1LM1844	1	96	LM1844	1	1	Acarbose	80	FALSE	NT5048	FALSE	0.025716581837664076	0.4873096446700507	1.0945701611544725	1.2742409402546524	1.1537708129285016	0.02967104153258402
Dorea formicigenerans	11042019	A1LM1844	1	24	LM1844	1	1	Acarbose	80	FALSE	NT5076	FALSE	0.006429145459416019	0.12182741116751268	1.0945701611544725	1.2742409402546524	1.1537708129285016	0.007417760383146005
Eggerthella lenta	11042019	A1LM1844	1	210	LM1844	1	1	Acarbose	80	FALSE	NT5024	FALSE	0.05625502276989017	1.0659898477157361	1.0945701611544725	1.2742409402546524	1.1537708129285016	0.06490540335252755
Escherichia coli ED1a	11042019	A1LM1844	1	936	LM1844	1	1	Acarbose	80	FALSE	NT5078	FALSE	0.25073667291722473	4.751269035532995	1.0945701611544725	1.2742409402546524	1.1537708129285016	0.2892926549426942
Eubacterium rectale	11042019	A1LM1844	1	21	LM1844	1	1	Acarbose	80	FALSE	NT5009	FALSE	0.005625502276989017	0.1065989847715736	1.0945701611544725	1.2742409402546524	1.1537708129285016	0.006490540335252755
Fusobacterium nucleatum subsp. nucleatum	11042019	A1LM1844	1	736	LM1844	1	1	Acarbose	80	FALSE	NT5025	FALSE	0.1971604607554246	3.736040609137056	1.0945701611544725	1.2742409402546524	1.1537708129285016	0.22747798508314418
Odoribacter splanchnicus	11042019	A1LM1844	1	2	LM1844	1	1	Acarbose	80	FALSE	NT5081	TRUE	5.357621216180017e-4	0.010152284263959392	1.0945701611544725	1.2742409402546524	1.1537708129285016	6.181466985955005e-4
Parabacteroides distasonis	11042019	A1LM1844	1	0	LM1844	1	1	Acarbose	80	FALSE	NT5074	TRUE	0	0	1.0945701611544725	1.2742409402546524	1.1537708129285016	0
Parabacteroides merdae	11042019	A1LM1844	1	164	LM1844	1	1	Acarbose	80	FALSE	NT5071	FALSE	0.04393249397267613	0.83248730964467	1.0945701611544725	1.2742409402546524	1.1537708129285016	0.050688029284831036
Prevotella copri	11042019	A1LM1844	1	3	LM1844	1	1	Acarbose	80	FALSE	NT5019	TRUE	8.036431824270024e-4	0.015228426395939085	1.0945701611544725	1.2742409402546524	1.1537708129285016	9.272200478932506e-4
Roseburia intestinalis	11042019	A1LM1844	1	10	LM1844	1	1	Acarbose	80	FALSE	NT5011	FALSE	0.002678810608090008	0.050761421319796954	1.0945701611544725	1.2742409402546524	1.1537708129285016	0.003090733492977502
Ruminococcus bromii	11042019	A1LM1844	1	0	LM1844	1	1	Acarbose	80	FALSE	NT5045	TRUE	0	0	1.0945701611544725	1.2742409402546524	1.1537708129285016	0
Ruminococcus gnavus	11042019	A1LM1844	1	0	LM1844	1	1	Acarbose	80	FALSE	NT5046	FALSE	0	0	1.0945701611544725	1.2742409402546524	1.1537708129285016	0
Ruminococcus torques	11042019	A1LM1844	1	0	LM1844	1	1	Acarbose	80	FALSE	NT5047	TRUE	0	0	1.0945701611544725	1.2742409402546524	1.1537708129285016	0
Streptococcus parasanguinis	11042019	A1LM1844	1	9	LM1844	1	1	Acarbose	80	FALSE	NT5072	FALSE	0.0024109295472810074	0.045685279187817264	1.0945701611544725	1.2742409402546524	1.1537708129285016	0.002781660143679752
Streptococcus salivarius	11042019	A1LM1844	1	16	LM1844	1	1	Acarbose	80	FALSE	NT5038	FALSE	0.004286096972944013	0.08121827411167513	1.0945701611544725	1.2742409402546524	1.1537708129285016	0.004945173588764004
Veillonella parvula	11042019	A1LM1844	1	404	LM1844	1	1	Acarbose	80	FALSE	NT5017	FALSE	0.10822394856683633	2.050761421319797	1.0945701611544725	1.2742409402546524	1.1537708129285016	0.12486563311629109
Akkermansia muciniphila	11042019	G3LM1844	2	0	LM1844	1	1	Mecillinam	0.5	FALSE	NT5021	TRUE	0	0	1.0329089436746448	1.118692936088419	1.0764055742431522	0
Bacteroides fragilis	11042019	G3LM1844	2	179	LM1844	1	1	Mecillinam	0.5	FALSE	NT5003	FALSE	0.006192700224874589	0.2507002801120448	1.0329089436746448	1.118692936088419	1.0764055742431522	0.00666585704167183
Bacteroides thetaiotaomicron	11042019	G3LM1844	2	714	LM1844	1	1	Mecillinam	0.5	FALSE	NT5004	FALSE	0.02470160871821484	1	1.0329089436746448	1.118692936088419	1.0764055742431522	0.026588949317059702
Bacteroides uniformis	11042019	G3LM1844	2	79	LM1844	1	1	Mecillinam	0.5	FALSE	NT5002	FALSE	0.002733091160698841	0.11064425770308123	1.0329089436746448	1.118692936088419	1.0764055742431522	0.0029419145602909195
Bifidobacterium adolescentis	11042019	G3LM1844	2	1	LM1844	1	1	Mecillinam	0.5	FALSE	NT5022	TRUE	3.459609064175748e-5	0.0014005602240896356	1.0329089436746448	1.118692936088419	1.0764055742431522	3.72394248138091e-5
Bifidobacterium longum subsp. longum	11042019	G3LM1844	2	0	LM1844	1	1	Mecillinam	0.5	FALSE	NT5028	TRUE	0	0	1.0329089436746448	1.118692936088419	1.0764055742431522	0
Bilophila wadsworthia	11042019	G3LM1844	2	17	LM1844	1	1	Mecillinam	0.5	FALSE	NT5036	TRUE	5.881335409098772e-4	0.02380952380952381	1.0329089436746448	1.118692936088419	1.0764055742431522	6.330702218347549e-4
Blautia obeum	11042019	G3LM1844	2	2	LM1844	1	1	Mecillinam	0.5	FALSE	NT5069	TRUE	6.919218128351496e-5	0.0028011204481792713	1.0329089436746448	1.118692936088419	1.0764055742431522	7.44788496276182e-5
Clostridium perfringens	11042019	G3LM1844	2	12043	LM1844	1	1	Mecillinam	0.5	FALSE	NT5032	FALSE	0.41664071959868537	16.866946778711487	1.0329089436746448	1.118692936088419	1.0764055742431522	0.4484743930327031
Collinsella aerofaciens	11042019	G3LM1844	2	77	LM1844	1	1	Mecillinam	0.5	FALSE	NT5073	FALSE	0.0026638989794153262	0.10784313725490197	1.0329089436746448	1.118692936088419	1.0764055742431522	0.0028674357106633014
Coprococcus comes	11042019	G3LM1844	2	354	LM1844	1	1	Mecillinam	0.5	FALSE	NT5048	FALSE	0.012247016087182148	0.4957983193277311	1.0329089436746448	1.118692936088419	1.0764055742431522	0.013182756384088423
Dorea formicigenerans	11042019	G3LM1844	2	63	LM1844	1	1	Mecillinam	0.5	FALSE	NT5076	FALSE	0.0021795537104307215	0.08823529411764706	1.0329089436746448	1.118692936088419	1.0764055742431522	0.002346083763269974
Eggerthella lenta	11042019	G3LM1844	2	444	LM1844	1	1	Mecillinam	0.5	FALSE	NT5024	FALSE	0.015360664244940321	0.6218487394957983	1.0329089436746448	1.118692936088419	1.0764055742431522	0.01653430461733124
Escherichia coli ED1a	11042019	G3LM1844	2	291	LM1844	1	1	Mecillinam	0.5	FALSE	NT5078	FALSE	0.010067462376751428	0.4075630252100841	1.0329089436746448	1.118692936088419	1.0764055742431522	0.01083667262081845
